,StationFront,Year,Tmean,Smean,Lmean,Tmin,Smin,Lmin,Tmax,Smax,Lmax,Tsd,Ssd,Lsd,Counts,SpecCode,Cover,Latitude,Longitude
24275,CRMS0691,2012,21.99529425,1.231744905,0.748877948,10.31,0.38,-0.26,28.36,2.34,2.24,4.710222059,0.44845398,0.552285656,4367,Aaustralis,0.013,29.96235,-93.10432
24288,CRMS0691,2013,19.93040111,0.361459198,0.749525127,9.85,0.19,0.08,27.86,0.54,1.63,5.318129084,0.087702811,0.362575148,4338,Aaustralis,0.022,29.96235,-93.10432
24311,CRMS0691,2015,20.88440489,0.28057337,0.933668478,7.87,0.14,0.331,27.13,0.51,1.705,5.221970592,0.106064403,0.381875694,3680,Aaustralis,0.005,29.96235,-93.10432
24324,CRMS0691,2016,20.54668956,0.332087912,1.052165293,8.91,0.05,0.41,27.4,0.61,2.34,5.486909691,0.116786762,0.467971691,4368,Aaustralis,0.001,29.96235,-93.10432
24355,CRMS0693,2010,21.80753257,3.566807818,0.927785016,4,2.19,0.71,37.85,6.3,1.23,10.55411387,1.099311812,0.118431667,1228,Aaustralis,0.026,29.89703,-93.63557
24371,CRMS0693,2011,29.08404647,12.40131655,0.503504356,0.21,3.85,0.19,39.15,22.57,0.91,7.453972842,6.569846966,0.127396843,1033,Aaustralis,0.082,29.89703,-93.63557
24389,CRMS0693,2013,23.72075967,4.524963168,0.645195672,7.8,1.65,0.26,39.59,7.92,1.12,6.420584423,1.440089013,0.18398575,4344,Aaustralis,0.007,29.89703,-93.63557
24409,CRMS0693,2015,23.26240342,2.241346287,0.301296322,3.67,0.55,-0.376,39.47,4.19,0.95,6.367399914,1.070088585,0.344307054,4323,Aaustralis,0.005,29.89703,-93.63557
24426,CRMS0693,2016,22.69033883,1.550620421,0.707550366,7.18,0.53,-0.02,33.2,3.71,1.631,5.209477419,0.814184534,0.473982236,4368,Aaustralis,0.003,29.89703,-93.63557
24456,CRMS0694,2009,23.73470494,8.179071888,0.445885193,4.54,5.8,0.02,38.28,11.23,1.02,5.900224412,1.269732093,0.268310693,1864,Aaustralis,0.012,29.88251,-93.54182
24459,CRMS0694,2010,22.2803916,9.224015664,0.407159131,3.62,2.22,-0.11,42.25,19.94,1.4,9.618184566,6.186197349,0.325465878,2809,Aaustralis,0.001,29.88251,-93.54182
24476,CRMS0694,2011,21.504542,16.43464842,-0.101235272,0.62,7.88,-0.44,41.62,42.28,0.68,8.093169735,7.804493739,0.236467415,2631,Aaustralis,0.00625,29.88251,-93.54182
24482,CRMS0694,2013,23.29390047,6.054883359,0.380824261,5.85,3.94,0.04,39.56,8.85,0.94,6.932255449,1.029670855,0.181287928,3215,Aaustralis,0.002,29.88251,-93.54182
24490,CRMS0694,2014,23.0391269,5.308554259,0.021740898,1.54,3.26,-0.305,38.52,8.23,0.695,8.358868939,1.080966287,0.21525416,2829,Aaustralis,0.002,29.88251,-93.54182
24503,CRMS0694,2016,23.84819098,2.447973437,0.695110373,7.21,1.12,-0.253,35.77,3.93,1.705,5.565906094,0.762384085,0.495509307,4367,Aaustralis,0.003,29.88251,-93.54182
24529,CRMS0697,2010,23.47479922,2.105950353,-0.039099538,5.24,0.21,-0.86,37.24,4.1,1.49,7.483404518,0.99417422,0.455911103,4109,Aaustralis,0.003,30.06418,-93.66698
24548,CRMS0697,2011,24.50698159,9.717236058,-0.199168923,2.16,3.06,-0.9,34.74,17.01,1.53,6.95707667,3.359631259,0.417986077,3694,Aaustralis,0.00025,30.06418,-93.66698
24610,CRMS0697,2017,24.62789059,1.914483078,0.012939268,10.03,0.14,-0.768,35.26,4.05,1.741,4.849100882,0.886521806,0.470289308,4314,Aaustralis,0.002,30.06418,-93.66698
24715,CRMS1100,2008,25.26209219,1.32793647,-0.160769047,9.79,0.64,-0.6,35.27,1.93,0.71,5.948706655,0.27387374,0.269663893,4187,Aaustralis,0.009,29.65751,-92.44805
24730,CRMS1100,2009,24.89105836,4.764122279,-0.163087077,10.19,2.87,-0.93,37.64,6.33,1.15,6.171010632,1.012894332,0.48071894,4318,Aaustralis,0.015,29.65751,-92.44805
24847,CRMS1130,2008,26.45482759,0.887985893,0.141073668,7.67,0.39,-0.12,36.6,1.7,0.47,5.547843777,0.328592766,0.156698666,2552,Aaustralis,0.003,29.70106,-92.38555
24869,CRMS1130,2011,21.514205,2.396085553,-0.070616626,2.8,0.9,-0.556,35.6,6.4,0.564,6.729933014,1.736272885,0.248084292,2478,Aaustralis,0.005,29.70106,-92.38555
24907,CRMS1130,2016,24.25983051,0.728007329,0.889054512,4.19,0.4,-0.348,36.12,1.49,2.327,5.497067757,0.209468352,0.543901055,4366,Aaustralis,0.01,29.70106,-92.38555
24933,CRMS1205,2009,23.11528775,9.135504224,-0.201979937,6.27,5.22,-0.74,37.57,16.18,0.48,6.174956401,1.921662147,0.290958529,3788,Aaustralis,0.019,29.87526,-93.57307
25184,CRMS1409,2009,26.34893187,4.963448378,0.530836061,8.76,2.84,-0.4,38.09,9.82,1.71,5.858581274,2.059017271,0.526280115,3361,Aaustralis,0.055,29.868,-93.01057
25185,CRMS1409,2010,23.92757366,3.212727901,0.24049954,6.11,0.66,-0.43,36.33,11.48,1.31,7.742604898,2.481013455,0.471477173,4344,Aaustralis,0.022,29.868,-93.01057
25209,CRMS1409,2011,23.8755007,3.990305077,0.00639497,4.07,0.57,-0.8,35.54,13.45,0.71,6.251485579,2.813707243,0.442727289,4294,Aaustralis,0.018,29.868,-93.01057
25227,CRMS1409,2012,22.71544872,1.587880037,0.969198718,9.99,0.5,0.04,31.85,3.04,2.09,4.779283454,0.688604581,0.49842734,4368,Aaustralis,0.002,29.868,-93.01057
25253,CRMS1409,2013,19.90289134,0.670978361,0.887879834,7.94,0.29,0.29,28.78,1.42,1.9,5.685410207,0.275897189,0.347247846,4344,Aaustralis,0.028,29.868,-93.01057
25259,CRMS1409,2014,20.13708574,1.417672752,0.01263462,4.47,0.67,-0.97,27.59,2.28,0.81,6.21928665,0.446603213,0.352562564,4327,Aaustralis,0.001,29.868,-93.01057
25337,CRMS1446,2009,23.84824046,1.009944509,0.246746821,7.6,0.35,-0.7,36.19,2.82,1.73,6.15111629,0.34129521,0.555296199,4325,Aaustralis,0.008,29.92606,-92.82306
25489,CRMS1650,2009,28.82046255,3.316135898,-0.493299222,19.59,1.28,-2.15,35.94,8.06,1.48,2.953881563,1.469474175,0.668777904,2443,Aaustralis,0.09,29.80992,-92.04179
25514,CRMS1650,2010,22.87327928,2.634027027,-0.461201201,4.27,0.37,-2.18,36.6,8.3,1.94,7.596425635,2.140680213,0.823632503,3330,Aaustralis,0.039,29.80992,-92.04179
25529,CRMS1650,2011,25.35235351,3.530228544,-0.421453927,2.62,1.38,-2.17,35.02,6.52,2.39,5.478811668,1.146834883,0.738416796,4113,Aaustralis,0.062,29.80992,-92.04179
25553,CRMS1650,2013,23.53314375,1.379078474,-0.369808015,10.11,0.24,-2.2,34.92,3.13,1.76,5.567824272,0.573041984,0.713297948,4167,Aaustralis,0.003,29.80992,-92.04179
25559,CRMS1650,2014,23.27334538,2.530479634,-0.674752711,3.7,0.42,-2.368,35.24,7.06,1.412,6.360066918,1.623310066,0.734845015,4149,Aaustralis,0.013,29.80992,-92.04179
25588,CRMS1650,2015,24.51504728,0.992704492,-0.672398582,6.57,0.23,-2.366,34.9,8.76,1.703,6.116934333,0.978613573,0.70013167,4230,Aaustralis,0.003,29.80992,-92.04179
25594,CRMS1650,2016,24.46837939,0.885196721,-0.281479391,7.88,0.21,-2.365,34.12,3.24,2.33,5.134107217,0.531861047,0.767234873,4270,Aaustralis,0.007,29.80992,-92.04179
25602,CRMS1650,2017,24.99707209,1.743660465,-0.379697442,10.61,0.21,-2.369,34.26,5.56,3.753,4.328968092,1.079071929,0.830423318,4300,Aaustralis,0.013,29.80992,-92.04179
25611,CRMS1738,2008,24.54193955,11.30295397,-0.328152049,5.66,3.93,-0.94,36.17,18.66,0.26,6.116865331,3.518611295,0.189854072,4367,Aaustralis,0.023,29.85349,-93.22932
25620,CRMS1738,2009,24.61903649,13.41740281,-0.414948724,4.06,6.21,-1.12,37.6,20,0.33,6.177998633,3.306418767,0.331064749,4193,Aaustralis,0.02675,29.85349,-93.22932
25656,CRMS1738,2017,24.72457651,7.84266559,0.24034018,10.25,1.95,-0.466,35.46,16.66,1.306,4.70059658,4.007508503,0.367882481,4333,Aaustralis,0.007,29.85349,-93.22932
25663,CRMS1743,2008,24.52524399,9.988226804,0.029134021,3.12,1.71,-0.71,39.91,16.11,0.63,7.055344521,3.794830849,0.215813707,4365,Aaustralis,0.002,29.88978,-93.22932
25666,CRMS1743,2009,23.05641014,14.42475115,-0.077518433,13.55,5.68,-0.84,31.37,21.4,0.92,5.038708832,2.632159733,0.342604201,4340,Aaustralis,0.121,29.88978,-93.22932
25688,CRMS1743,2013,23.48080589,7.549907898,0.176500115,6,1.01,-0.54,36.84,19.64,0.81,6.607243049,4.895156104,0.257163782,4343,Aaustralis,0.005,29.88978,-93.22932
25702,CRMS1743,2015,23.74913194,3.211614092,0.019841354,0.25,0.81,-0.711,39.76,9.4,0.89,7.261317234,1.84040292,0.381955963,4343,Aaustralis,0.005,29.88978,-93.22932
25712,CRMS1743,2016,24.37749856,4.844737146,0.106024552,4.08,0.55,-0.866,36.55,13.07,0.985,6.491281392,3.525970257,0.418563647,3462,Aaustralis,0.004,29.88978,-93.22932
25725,CRMS1838,2011,25.44707906,8.638133236,-1.705373353,15.71,3.47,-3.17,36.32,15.26,-0.88,3.719181726,2.59048458,0.634636962,1366,Aaustralis,0.01,29.7809,-93.69807
25736,CRMS1838,2012,23.76423174,2.672390657,-0.521687657,8.62,0.76,-1.31,32.21,5.55,0.18,4.942899204,0.946811081,0.369908886,4367,Aaustralis,0.00025,29.7809,-93.69807
25754,CRMS1838,2016,23.40423174,2.878218457,0.967908862,9.77,1.93,0.259,32.19,4.28,1.91,5.449356499,0.574488707,0.48813308,4367,Aaustralis,0.001,29.7809,-93.69807
25811,CRMS1965,2010,30.498684,7.131819659,0.314597888,25.79,4.51,-0.3,37.95,8.51,1.05,2.255773238,0.733430033,0.322349828,1231,Aaustralis,0.015,29.63573,-92.4793
25815,CRMS1965,2011,27.2022571,8.255426009,0.043561286,0.24,3.24,-0.54,38.34,11.63,0.52,4.098525979,1.438200071,0.227837917,2676,Aaustralis,0.005,29.63573,-92.4793
25820,CRMS1965,2013,23.90458248,2.412739308,0.09660387,7.43,1.35,-0.37,34.35,4.38,0.84,6.100459402,0.571404197,0.249463338,3928,Aaustralis,0.002,29.63573,-92.4793
25829,CRMS1965,2014,22.7465861,4.389143646,-0.028250921,3.27,2.79,-0.553,35.08,6.52,0.507,7.125141149,0.995744874,0.228879946,4344,Aaustralis,0.03,29.63573,-92.4793
25837,CRMS1965,2015,23.70820438,1.780306569,0.375592701,2.24,1.11,-1.436,35.38,2.73,2.134,7.001224948,0.441300268,0.736295986,4110,Aaustralis,0.005,29.63573,-92.4793
25878,CRMS2041,2008,29.62769504,1.114468085,-0.435248227,26.08,0.65,-1.41,35.45,1.89,0.76,1.82343503,0.260646406,0.560099231,282,Aaustralis,0.012,29.76638,-92.16679
25884,CRMS2041,2009,25.09305481,3.43513971,-0.751410532,10.84,0.48,-2.19,35.02,9.16,1.44,4.973076888,1.530359977,0.665916429,3722,Aaustralis,0.021,29.76638,-92.16679
25916,CRMS2041,2010,23.59388407,3.564062423,-0.676603914,3.55,0.15,-2.19,35.45,11.36,1.83,7.176198441,2.701889493,0.79624284,4037,Aaustralis,0.058,29.76638,-92.16679
25931,CRMS2041,2011,24.92727859,4.030069462,-0.702790871,3.06,0.31,-2.19,34.23,8.53,2.19,5.223658973,1.677458832,0.728232965,4031,Aaustralis,0.04,29.76638,-92.16679
25955,CRMS2041,2012,24.45315551,1.997020719,-0.659361753,8.37,0.19,-2.19,33.31,6.48,2.41,4.80797662,1.505319758,0.700740962,4199,Aaustralis,0.035,29.76638,-92.16679
25975,CRMS2041,2013,23.08928151,1.242491417,-0.670510054,11.17,0.1,-2.19,34.14,5.62,1.64,5.423132386,0.906138373,0.715231487,4078,Aaustralis,0.013,29.76638,-92.16679
26005,CRMS2041,2015,24.14653515,0.704186992,-0.785601148,8.15,0.1,-2.219,34.48,4.15,1.86,6.079756477,0.703704277,0.719242201,4182,Aaustralis,0.037,29.76638,-92.16679
26038,CRMS2041,2017,24.24464713,1.492255569,-0.478705979,11.93,0.06,-2.204,33.34,8.44,3.697,4.440651523,1.335740558,0.822520838,4265,Aaustralis,0.05,29.76638,-92.16679
26048,CRMS2154,2009,27.64942406,14.970657,-0.395422355,10.14,9.72,-0.9,39.15,21.19,0.1,5.005273366,2.231630547,0.258664931,2344,Aaustralis,0.085,29.84623,-93.69807
26112,CRMS2154,2014,23.01130124,5.190700138,-0.108674804,4.97,1.9,-0.813,38.47,7.53,0.617,7.227119804,1.238093915,0.265089195,4342,Aaustralis,0.001,29.84623,-93.69807
26140,CRMS2156,2009,24.02503081,14.07161696,-0.297544984,7.99,7.76,-0.88,38.01,17.18,0.52,6.228867758,1.752892706,0.349955952,4057,Aaustralis,0.046,29.87526,-93.69807
26174,CRMS2156,2011,25.89297126,15.87528342,-0.462670709,0.33,3.58,-0.96,37.45,24.33,0.07,5.260120214,4.561582857,0.212262057,3793,Aaustralis,0.014,29.87526,-93.69807
26187,CRMS2156,2012,26.21787932,6.513648069,0.025195658,11.07,3.36,-0.65,36.47,14.66,0.87,4.719234176,1.683162546,0.293871697,3961,Aaustralis,0.005,29.87526,-93.69807
26196,CRMS2156,2013,23.50441555,5.13190677,-0.248610916,7.32,3.04,-0.95,37.52,7.81,0.42,6.301222105,1.141879368,0.272817257,4269,Aaustralis,0.005,29.87526,-93.69807
26198,CRMS2156,2014,22.97327574,5.393734163,-0.202880212,3.41,3.48,-0.813,37.14,8.07,0.487,7.164561516,0.995890701,0.28028209,4341,Aaustralis,0.001,29.87526,-93.69807
26216,CRMS2156,2016,24.68130843,1.90049725,0.445482356,8.92,0.93,-0.636,37.23,3.41,1.524,5.735481643,0.772882217,0.526927772,4364,Aaustralis,0.039,29.87526,-93.69807
26262,CRMS2189,2016,24.87337417,1.121244793,0.387076207,5.46,0.05,-1.31,36.69,5.62,2.533,5.31888401,1.249903043,0.649986659,4081,Aaustralis,0.002,29.92606,-93.76058
26273,CRMS2219,2009,30.20174625,11.37974079,-0.380381992,26.17,7.81,-0.95,36.86,13.37,0,2.078829065,1.239271033,0.243059093,733,Aaustralis,0.00025,29.76639,-93.60432
26319,CRMS2219,2013,22.05089115,2.432105263,-0.031396531,11.31,1.54,-0.86,34.56,3.24,0.24,6.001413428,0.398371415,0.260844127,3344,Aaustralis,0.01,29.76639,-93.60432
26417,CRMS2334,2008,24.42593585,9.269395189,0.285321879,7.77,1.98,-0.03,36.23,15.4,0.8,5.927680366,4.140655017,0.162495204,4365,Aaustralis,0.02,29.88252,-93.51057
26430,CRMS2334,2009,25.2627865,9.611129302,0.06310725,10.13,4.92,-0.53,37.21,15.17,0.65,5.212492346,2.939918192,0.332610453,2993,Aaustralis,0.245,29.88252,-93.51057
26453,CRMS2334,2013,23.47436235,6.138689412,-0.024588235,8.12,3.47,-0.64,36.11,10.95,0.61,6.441174826,1.715403778,0.250624698,4250,Aaustralis,0.004,29.88252,-93.51057
26496,CRMS2418,2008,24.25084478,6.755794414,-0.514542125,7.96,1.01,-0.95,35.69,15.09,0.04,6.084967987,4.851002338,0.165038514,4368,Aaustralis,0.009,29.87526,-93.16682
26549,CRMS2418,2015,23.96053967,0.843634686,0.198302583,4.9,0.3,-0.36,36.1,2,0.92,6.946956688,0.377799223,0.349758825,4336,Aaustralis,0.001,29.87526,-93.16682
26559,CRMS2418,2016,24.51747595,0.865918461,0.451749885,8,0.2,-0.57,35,4.9,1.75,5.672186852,0.674644477,0.509142448,4366,Aaustralis,0.004,29.87526,-93.16682
26677,CRMS2568,2007,29.30174713,0.264168582,-0.41983908,25.7,0.19,-1.804,32.36,0.37,0.666,1.120815331,0.05360131,0.546936327,1305,Aaustralis,0.002,29.56315,-91.35427
26723,CRMS2568,2009,22.35796344,0.163084134,0.00382517,8.2,0.09,-2.064,32.64,0.27,1.706,6.245862158,0.020950306,0.697304639,4267,Aaustralis,0.025,29.56315,-91.35427
26737,CRMS2568,2010,21.29054604,0.173104989,0.21581385,5.34,0.11,-1.114,33.34,0.23,1.516,8.063369756,0.032177113,0.474760265,4029,Aaustralis,0.058,29.56315,-91.35427
26762,CRMS2568,2011,22.03003913,0.182479282,0.491791897,4.85,0.13,-2.314,31.44,0.28,3.046,6.226254981,0.037978502,1.091559191,4344,Aaustralis,0.003,29.56315,-91.35427
26834,CRMS2568,2014,22.05413904,0.144643186,-0.317398711,6.61,0.11,-1.85,33,0.18,1.56,7.222085706,0.017681964,0.588231231,4344,Aaustralis,0.012,29.56315,-91.35427
27092,CRMS2608,2017,19.05944588,0.205259833,0.666747344,8.41,0.12,-0.281,32.41,0.27,2.403,6.196965281,0.02606403,0.603026887,3483,Aaustralis,0.002,29.22983,-89.31328
27111,CRMS2614,2008,19.53779075,0.222690018,-0.036224817,5.62,0.12,-1.68,34.64,9.11,1.59,7.539813629,0.306223027,0.534108137,4368,Aaustralis,0.001,29.33814,-89.32296
27325,CRMS2634,2012,26.24796968,2.041977587,0.273951879,15.94,0.12,-1.17,37.52,19.11,2.31,4.639562368,2.775024494,0.501489215,3034,Aaustralis,0.001,29.22927,-89.26046
27332,CRMS2634,2013,18.14950967,0.194606354,0.53146639,5.97,0.16,-0.73,34.09,0.24,2.27,7.648325705,0.019135873,0.405430657,4344,Aaustralis,0.002,29.22927,-89.26046
27340,CRMS2634,2014,17.91302814,0.279635609,0.08746679,3.85,0.13,-0.924,31.34,1.08,1.666,8.275014585,0.122377471,0.356666786,4336,Aaustralis,0.04,29.22927,-89.26046
27363,CRMS2634,2015,16.03108764,0.570687264,0.349034678,4.88,0.15,-0.912,28.53,1.11,2.455,7.080786479,0.26334499,0.51433509,3172,Aaustralis,0.002,29.22927,-89.26046
27678,CRMS2825,2009,25.5239813,4.857016152,-0.282927742,8.55,0.14,-1.344,35.17,18.76,0.53,5.927171731,3.314429974,0.360992741,3529,Aaustralis,0.001,29.49783,-90.448
27683,CRMS2825,2010,23.87264042,3.319620166,-0.172007366,5.1,0.13,-1.15,35.21,11.73,1.14,7.277311551,2.386623657,0.4666079,4344,Aaustralis,0.004,29.49783,-90.448
27722,CRMS2825,2013,23.74364641,3.384730663,-0.080734346,9.14,0.14,-1.41,33.73,11.16,0.65,5.911654592,2.463009906,0.391978855,4344,Aaustralis,0.003,29.49783,-90.448
27732,CRMS2825,2014,23.56686004,5.32359116,-0.415234807,5.89,0.39,-1.68,33.98,15.86,0.65,6.290469098,3.054970832,0.400241051,4344,Aaustralis,0.003,29.49783,-90.448
27742,CRMS2825,2015,24.29847132,3.188760823,-0.447416126,7.12,0.13,-1.51,34.27,15.63,0.54,6.484786853,2.895941499,0.379803889,3696,Aaustralis,0.006,29.49783,-90.448
27764,CRMS2825,2016,24.72231227,3.060350275,-0.011112637,9.13,0.24,-1.3,33.24,9.39,1.3,5.261194088,1.837104367,0.429903945,4368,Aaustralis,0.002,29.49783,-90.448
27808,CRMS2830,2010,23.23082182,1.711675875,-0.499180479,3.71,0.81,-1.82,35.66,2.28,1.7,7.894101707,0.352376165,0.59226892,4344,Aaustralis,0.005,30.03624,-90.34074
27854,CRMS2830,2015,23.94199862,1.07999079,-0.518138153,5.45,0.25,-1.736,36.4,1.91,0.896,7.04721451,0.504392954,0.54584714,4343,Aaustralis,0.002,30.03624,-90.34074
27885,CRMS2854,2009,24.48452096,4.829352833,0.002694611,4.33,2.36,-0.98,38.1,6.71,2.21,6.553770126,0.741560841,0.561556865,4342,Aaustralis,0.00525,30.30348,-89.97923
27930,CRMS2854,2014,23.36634909,1.420312798,-0.338621777,3.32,0.11,-1.221,36.7,3.4,1.279,6.915872622,0.625606883,0.496803903,4188,Aaustralis,0.009,30.30348,-89.97923
27953,CRMS2854,2016,23.7147619,0.882154304,0.076102793,4.76,0.48,-1.17,37.33,2.33,2.586,6.193189456,0.30193894,0.625980664,4368,Aaustralis,0.001,30.30348,-89.97923
27958,CRMS2854,2017,24.38895416,1.078774476,-0.043906473,8.72,0.19,-1.228,35.39,1.99,3.27,4.858508605,0.459717525,0.577984358,4341,Aaustralis,5.00E-04,30.30348,-89.97923
29079,CRMS3136,2011,26.21307085,0.177984682,0.028511249,5.13,0.06,-1.24,35.62,0.32,0.94,5.784882698,0.065422571,0.392451928,4178,Aaustralis,0.005,29.94783,-90.63551
29080,CRMS3136,2012,24.67356685,0.117818223,0.234697802,10.34,0.02,-1.13,35.24,0.33,1.33,4.979964185,0.055704386,0.440998929,4368,Aaustralis,0.002,29.94783,-90.63551
29309,CRMS3169,2014,17.84649557,0.334379885,0.129611777,12,0.16,-0.48,23.57,0.45,1.24,3.651097149,0.062345507,0.318060287,3838,Aaustralis,0.001,29.88891,-90.27227
29323,CRMS3169,2016,19.38498054,0.314037096,0.458122739,13.81,0.19,-0.125,25.94,0.38,1.812,3.291986341,0.038783984,0.352731637,4367,Aaustralis,0.005,29.88891,-90.27227
29423,CRMS3601,2010,27.38622236,4.5196091,0.050624479,12.4,0.7,-1.371,37.9,10,1.739,4.623432082,2.226871147,0.509203269,3121,Aaustralis,0.00025,29.57767,-89.94798
29471,CRMS3617,2009,24.69487634,6.723891741,0.176910873,7.15,1.82,-1.29,37.76,15.64,1.91,5.911592825,3.523018823,0.478495722,4286,Aaustralis,0.015,29.54863,-89.91673
29480,CRMS3617,2010,23.53167167,4.323978296,0.2140568,2.11,1.11,-1.18,36.23,12.81,2.06,7.643338598,2.173834277,0.591763447,4331,Aaustralis,0.002,29.54863,-89.91673
29483,CRMS3617,2011,25.04854793,9.700567477,0.200123987,3.08,4.33,-1.22,35.28,16.67,2.06,5.784962147,2.316509915,0.468560251,4194,Aaustralis,0.002,29.54863,-89.91673
29501,CRMS3617,2013,23.47944611,6.378100623,0.321518578,6.83,2.45,-1.21,35.43,12.18,1.79,6.172619303,2.194401583,0.48369748,4333,Aaustralis,0.005,29.54863,-89.91673
29508,CRMS3617,2014,23.21643402,5.02546337,-0.036230645,5.25,1.47,-1.6,35.12,13.84,1.52,6.435373584,1.84977855,0.509052863,4327,Aaustralis,0.01,29.54863,-89.91673
29528,CRMS3617,2016,24.03087171,4.160786732,0.194757127,6.25,1.54,-1.613,35.48,10.99,1.644,6.126929044,1.359231206,0.559276867,3648,Aaustralis,0.003,29.54863,-89.91673
29571,CRMS3626,2012,24.44326465,4.643472985,-0.239672619,1.78,3.18,-2.02,34.55,8.18,2.19,5.398223178,1.046704339,0.53585464,4368,Aaustralis,0.001,30.10751,-89.85423
29601,CRMS3626,2016,22.85153526,1.55417122,0.158631017,5.07,0.6,-1.751,35.97,5.57,2.634,5.866688852,0.771989836,0.734866381,3843,Aaustralis,0.003,30.10751,-89.85423
29624,CRMS3639,2008,23.28396353,5.251238938,-0.439694288,6.87,0.4,-1.45,36.17,19.5,0.71,5.899036998,3.219919072,0.413997591,3729,Aaustralis,0.042,29.90427,-89.85423
29634,CRMS3639,2009,23.89192287,5.439803063,-0.491028446,5.91,0.33,-1.45,37.68,13.33,1.11,5.994763145,2.321549665,0.449677596,3656,Aaustralis,0.00025,29.90427,-89.85423
29647,CRMS3639,2010,23.56980924,2.313436048,-0.401235021,3.44,0.28,-1.4,37.3,4.87,0.53,7.730926242,1.007715371,0.409149356,4089,Aaustralis,0.005,29.90427,-89.85423
29666,CRMS3639,2011,24.37604766,1.289067957,-0.369299198,3.8,0.14,-1.37,34.4,8.18,0.5,6.162368175,1.744325966,0.346719213,4238,Aaustralis,0.001,29.90427,-89.85423
29682,CRMS3639,2013,22.05013769,1.595439907,-0.085864644,4.57,0.2,-1.37,33.86,5.22,0.94,5.938567146,1.079405862,0.445144759,4285,Aaustralis,0.005,29.90427,-89.85423
29707,CRMS3639,2015,24.04878049,2.139576131,-0.449567843,7.08,0.3,-1.597,35.55,5.4,0.351,6.348451857,1.37273275,0.423166125,4223,Aaustralis,0.003,29.90427,-89.85423
29726,CRMS3639,2016,23.71547506,1.396289786,-0.249845368,5.33,0.32,-1.596,34.57,3.81,0.745,5.365074651,0.768231214,0.473798934,4210,Aaustralis,0.001,29.90427,-89.85423
29747,CRMS3639,2017,24.49489063,2.199479622,-0.345846189,11.44,0.36,-1.594,34.5,4.8,0.655,4.430247451,1.03328001,0.437537248,4343,Aaustralis,0.004,29.90427,-89.85423
29759,CRMS3641,2008,23.99965573,3.081213031,-0.083585952,7.89,0.44,-1.4,37.41,13.15,1.32,5.682850827,2.30638968,0.505066438,4328,Aaustralis,0.163,29.91879,-89.85423
29771,CRMS3641,2009,24.25090995,2.852024988,-0.119434229,7.59,0.37,-1.39,38.36,7.14,1.45,5.563964261,1.36932085,0.495047589,4242,Aaustralis,0.001,29.91879,-89.85423
29778,CRMS3641,2010,23.70758646,1.362299879,0.018800484,2.53,0.34,-1.05,37.91,4.1,0.97,7.556317181,0.824999396,0.436664428,4135,Aaustralis,0.006,29.91879,-89.85423
29781,CRMS3641,2011,25.17752693,0.985058548,0.054388759,2.47,0.2,-1.06,37.07,3.5,0.85,6.465157013,0.820120419,0.359013234,4270,Aaustralis,0.001,29.91879,-89.85423
29824,CRMS3641,2016,24.37795305,2.108328638,-0.085441549,3.34,0.95,-1.552,33.49,4.95,0.94,5.261342901,0.639648827,0.500427821,4260,Aaustralis,0.038,29.91879,-89.85423
29828,CRMS3641,2017,24.8495419,2.84372698,-0.215923573,8.91,1.38,-1.397,35.79,4.65,0.836,4.768134326,0.76145778,0.461994534,4344,Aaustralis,0.015,29.91879,-89.85423
29854,CRMS3650,2009,24.2217207,6.388916165,-1.026739231,6.84,3.2,-2.8,36.04,9.74,1.72,6.054941999,1.136332723,0.751705387,4318,Aaustralis,5.00E-04,30.0567,-89.82298
29867,CRMS3650,2010,23.18386159,2.916931949,-0.815644752,4.12,1.56,-2.72,35.59,5.86,1.58,7.745426555,0.570950113,0.74148661,4335,Aaustralis,0.002,30.0567,-89.82298
29959,CRMS3664,2012,25.3531082,2.854838043,0.044029405,8.51,0.51,-1.27,35.71,7.33,0.76,5.418015119,1.40918223,0.306599262,4353,Aaustralis,0.002,29.91153,-89.82298
30002,CRMS3667,2010,23.96378131,3.154241329,0.091473988,2.22,0.8,-0.54,39.5,5.22,1.94,7.987513911,0.994930926,0.425734894,4152,Aaustralis,0.04,30.25993,-89.88548
30011,CRMS3667,2011,25.72995294,6.218363399,0.040020915,1.57,1.51,-0.51,38.01,13.35,1.84,5.991094651,1.911285737,0.428787272,3825,Aaustralis,0.002,30.25993,-89.88548
30019,CRMS3667,2013,23.25484075,2.104843091,0.23371897,4.57,0.72,-0.54,37.79,4.04,1.99,6.532848867,0.734020693,0.47175225,4270,Aaustralis,0.002,30.25993,-89.88548
30026,CRMS3667,2014,23.45501045,1.382405387,0.031547249,1.87,0.49,-0.568,38.33,2.91,1.492,6.990209025,0.448768527,0.42581258,4307,Aaustralis,0.006,30.25993,-89.88548
30040,CRMS3680,2008,24.77208562,4.063115842,-0.143074634,7.74,0.44,-1.63,34.11,15.37,1.31,5.491848786,3.6031319,0.461199293,4368,Aaustralis,0.05,29.51235,-89.79173
30050,CRMS3680,2009,24.7289308,9.869268688,-0.198088405,8.59,2.15,-1.51,35.12,19.36,1.63,5.487551806,5.622660441,0.492274015,4321,Aaustralis,0.005,29.51235,-89.79173
30059,CRMS3680,2010,23.73804788,5.422311234,-0.194850368,3.41,0.74,-1.64,36.35,10.21,1.6,7.440347505,2.624948335,0.581256332,4344,Aaustralis,0.026,29.51235,-89.79173
